"","s-42","s-43","s-44","s-82","s-83","s-84","s-52","s-53","s-54","s-92","s-93","s-94"
"VDR",-0.664250228286154,-0.521412523949176,-0.429349498852808,-0.65681802841712,-0.578766208792536,-0.536695505174243,1.51444348097097,-0.0920149892243321,-0.274396112410474,2.57199540515911,-0.153692121755705,-0.179043669267528
"CISH",-0.893823795581765,-0.881553038899293,-0.840454151037422,-0.904406244003828,-0.902456397502382,-0.890279258013016,0.191376083021787,1.08926617286085,0.643960567464657,0.480942245322787,1.76749744125843,1.13993037510919
"PECAM1",1.98536012958246,-0.332498427589818,0.259447678859172,0.87971833966187,-0.609270918157928,-0.696108243006581,-1.48115505647396,0.134746006398115,0.873233415835385,-1.47328454603934,0.229333290984617,0.230478329946015
"IL4I1",-1.0070620374189,-0.806755417878946,-0.893900028107059,-0.982160877999611,-0.898960235015981,-0.954985187611509,1.00045046095917,1.05043194842105,0.557365606199907,1.53979755049733,0.911323583518165,0.484454634436391
"APBB2",2.03088103532939,-0.128159585471347,-0.27836777041735,2.19047123984998,-0.150809913837075,-0.475864828406112,-0.639518040611146,-0.403656658447901,-0.488585289772206,-0.624738792280838,-0.49169024435488,-0.539961151580515
"FOSL2",-0.571525714125377,-0.605118277722148,-0.604722640175663,-0.510208819106445,-0.641729982345343,-0.635240249504186,1.36252015936292,-0.0026627995951535,-0.176935323346763,2.63010521028941,0.00170830865215252,-0.246189872383398
"ARNTL2",-0.904350220379866,-0.67141239486781,-0.658286650318276,-0.82873163313799,-0.585670114317554,-0.780065437520774,2.13817430959511,0.313999253587125,0.0467171743504532,1.72171846260583,0.0793315737172235,0.128575676686524
"C16orf74",1.17205433891908,0.536431136140888,1.87831455299237,1.26995292185139,0.0447087451664491,-0.226964583721945,-1.09419463153878,-0.257169804770483,-0.642289723474734,-1.11316496213446,-0.771697666759783,-0.795980322669979
"CNTNAP2",0.825806323993051,-0.233817877878777,-0.439521635138027,1.98269308392651,1.81920352897941,0.112416740873752,-0.777048581230995,-0.734140032877744,-0.705432496349692,-0.7454011970847,-0.625570391319274,-0.479187465893519
"SPRY1",1.68799413712129,-0.153245045287834,-0.450927059798494,2.47369186842446,-0.0451703973372168,-0.354380360595979,-0.598686780038639,-0.531532761216502,-0.520563122101178,-0.548148848386568,-0.528517733002614,-0.430513897780731
"IL2RB",-1.7057303156258,0.102863406977361,-0.666718159183236,-1.60220224811765,-0.186988017087415,-0.0678188985239147,1.77529909780771,0.579513946460787,0.728854190139599,1.00459683512187,0.0131232447913368,0.0252069172393522
"PDE7B",2.0887295393494,-0.093613228582351,-0.15054997816281,1.97248723804928,-0.0089953380565601,0.13590344080442,-0.861607043084005,-0.602901139178749,-0.488055619091811,-0.806009862962846,-0.581635512627902,-0.603752496456061
"DPEP2",2.16618659597776,-0.072236659580192,1.4673004897151,0.32891404387481,0.540510930970293,0.0172936440823788,-1.1242871552285,-0.564167726695899,-0.434640943745637,-1.11725299022385,-0.594753346500813,-0.612866882645451
"GPR155",0.902906483415314,-0.449547989362461,0.0568261636294332,2.82076397998331,0.221562892351933,-0.154333745939916,-0.615862562966265,-0.637362779819248,-0.466757548836401,-0.61748344636461,-0.566397448813959,-0.494313997277131
"ABCB1",0.858548070727022,-0.457237710561299,-0.0119788130765486,2.80440354563633,-0.128956859252316,-0.42392276742259,-0.870719863694156,-0.534823413247246,0.199833528431748,-0.816778021013823,-0.467657063861459,-0.150710632665666
"GZMB",-0.872648816079165,-0.855253827219637,-0.86713281114054,-0.872261864501482,-0.870369478899309,-0.864882979289618,0.448974007723074,1.68348701742086,1.13855768564263,0.29764802946571,1.42245709430081,0.21142594257667
"ABCG1",1.70210401042557,0.190948236193439,0.312959929796077,2.01580905220371,-0.364442935071239,0.616702108641094,-0.845139954199641,-0.651653160710088,-0.638172444344219,-0.899964649718555,-0.711827528300328,-0.727322664915813
"RNASE6",2.24876816959926,0.659668944411566,-0.449075185631867,0.731907095177663,1.01149116867046,0.0325386238099397,-1.05157473951907,-0.763916375001931,-0.685516321057073,-1.10367298048568,-0.60694666349549,-0.0236717364777687
"ARHGEF17",-0.487212984190466,-0.42400973018796,-0.355279704008318,-0.481814110966346,-0.453644156231767,-0.442459120368387,1.56003668636612,-0.407827271029343,-0.412301390103221,2.60837175644956,-0.379903393179464,-0.323956582550407
"ZBED2",-0.9854655741356,-0.241992595612596,-0.572765714885525,-1.01305509048185,-0.64389665708226,-0.681155453424392,-0.38468274733382,1.80145434743703,0.465104512652942,-0.380576712976175,1.82152323273628,0.815508453105973
"ADTRP",-1.41614492745375,-0.768300998585934,-0.14819533159099,-1.3886111631459,0.469662070263293,2.13469774972358,0.202217009095009,1.11738893560284,-0.123595710079703,-0.0725511929676544,0.424803495073756,-0.431369935934557
"ABCA1",1.41326423516663,-0.485459439228961,0.303257620242204,2.33586026033593,0.563112036662599,0.000442620026499895,-0.801763734215553,-0.791039525244929,-0.72432254566192,-0.670858355840871,-0.625105701393724,-0.517387470847904
"CXCL8",0.529619514278235,0.0761389576502099,2.99860395960328,-0.0652620448530122,-0.301168015491987,-0.12966382290044,-0.525048252837149,-0.518924381078312,-0.514170634101442,-0.518588860443922,-0.51784025062255,-0.51369616920291
"NSUN7",1.35868301510916,-0.373518598408654,-0.326424969157525,2.68850896908981,0.0480250638772033,-0.348802579350725,-0.544123742862026,-0.518811152074343,-0.512224938545371,-0.425097870098473,-0.534544787490041,-0.511668410089013
"ADAM12",2.48561420076722,0.651150865275271,0.591918211791593,0.762529648550138,0.10338706835601,-0.0851891366388229,-0.817617199957077,-0.802556963390826,-0.543151547792177,-0.800085131484564,-0.823776359276223,-0.722223656200541
"FAM69B",2.60158208100287,-0.161054705589898,0.417207488226928,0.859472750128185,0.377013337698839,-0.801946581889943,-1.01532180232722,-0.300026329254737,-0.0791180162702336,-0.978909242618435,-0.449095964837949,-0.469803014268402
"MEGF6",1.27753571190187,0.474747594122892,2.16583248591731,-0.189999462193275,0.833085048950105,-0.0525167793499594,-1.04251074155389,-0.662073474276652,-0.481640710814262,-1.10195382279132,-0.645827949862851,-0.574677900049955
"ZBTB16",2.5664336733286,-0.421179898640743,-0.355392315582688,1.56050435223653,0.00514958334519193,-0.268284882674844,-0.530306489214938,-0.550062786179418,-0.574441476169075,-0.420852687425279,-0.502880204861177,-0.508686868162162
"HLX",-0.816386606948213,-0.622734888141471,-0.678321408280829,-0.652179863863609,-0.746833821364502,-0.71797749493332,1.20197702270347,0.218946891562408,0.00262046579604038,2.54110288178933,0.153781603896645,0.116005217784047
"ZNF704",0.206772037892184,1.73279001448663,0.140569983425557,1.23441232902748,1.05080353088412,0.857672632093789,-0.931635470579235,-0.858357370084187,-0.86580166303197,-0.943966471438178,-0.746564670559567,-0.876694882116622
"CSF2",-0.479000892244367,-0.442950978371488,-0.420210117463014,-0.430885065918497,-0.453807457611101,-0.453810031898241,2.65826671199721,-0.319813126307591,-0.306203329345857,1.47994327308188,-0.385316225533841,-0.446212760385097
"KANK2",0.870933377905366,0.0867347258062201,0.211782283579735,2.37493139146413,0.636292460743173,0.395824552209313,-1.11321729974493,-0.574681724958017,-0.308865370932383,-1.11244768716251,-0.669062171047133,-0.79822453786296
"GFI1",-1.37628698467247,-0.449297352338163,-0.454593567015351,-1.32552787805692,-0.628796047834549,-0.339133944303059,0.229316942377433,0.960001315492529,1.86903330606321,-0.158492531296904,0.318944455594257,1.35483228598999
"CHDH",-1.27658286896221,0.95558244291211,0.808741380040184,-1.24690145994012,0.805935028916399,2.09550823291043,-0.297575850089968,0.171849671948754,-0.646707175409219,-0.534266498272535,-0.28208492147471,-0.553497982579123
"GPR146",0.99708920776171,-0.180624157288512,0.395132678743342,2.71249008182285,-0.0197563437728653,-0.178191149068056,-0.82269535305688,-0.520863045599351,-0.563505757566461,-0.801533827909839,-0.481421798390385,-0.536120535675554
"GZMH",-0.808718202585999,-0.789962731526744,-0.808718202585999,-0.808718202585999,-0.769396494150274,-0.78833125195158,0.159367177635462,1.87218480004329,0.994737200756933,-0.291045539803051,1.52813026468697,0.510471182066993
"CORO2B",1.06284564801572,-0.424592632266851,-0.61816112296551,2.56977039371789,0.63229701380348,-0.590743995825576,-0.848881058613065,-0.503441712506784,-0.617545937278617,-0.67567225847613,0.274841499334843,-0.2607158369394
"XIRP1",-0.731626465429751,-0.543000561608046,-0.680357443130024,-0.702254578982742,-0.594312961863152,-0.698674591969041,0.292723849118088,2.62321723536435,-0.0329743862943748,0.0167781243005703,1.1780772257911,-0.127595445296974
"BMP8A",-0.858638246903392,-0.731628948183889,-0.766581006458794,-0.822474122503309,-0.778753994509585,-0.748192295642509,-0.169046717295979,1.64507379054534,1.63064438404289,-0.221786974654447,1.22321775320519,0.59816637835849
"NKG7",-0.792676286605327,-0.776943312652645,-0.758466173314268,-0.792676286605327,-0.770686350526064,-0.745036293493789,-0.207724669394737,1.02520149655385,2.28553099370861,0.0826053459734395,0.587227751121339,0.863643785234928
"DNAH7",-0.922507705312754,-0.836393316241837,-0.784106300294582,-0.858542827347561,-0.809995537603866,-0.807390739518214,0.931528619531972,0.580164105695131,2.07293668943496,0.0501950211149927,0.287253770622946,1.09685821991882
"ZNRF1",-0.98648447569443,-0.851930786621271,-0.645145337425911,-0.944580414837353,-0.927714058407808,-0.923802436148735,-0.166444310740157,0.735469929425316,1.43698043605673,1.3114523045526,0.980416160314591,0.981782989526421
"FAM177B",-0.585938928582439,0.0577566707247272,0.2913011448485,1.46527043900316,1.75611507379456,1.43448442365114,-0.799483756207538,-0.770276845438113,-0.619756225917068,-0.800579109318057,-0.740784466355479,-0.688108420203401
"GNA15",-0.835728657951436,-0.670499423843414,-0.695141629344945,-0.751351393151153,-0.740340205646848,-0.782182718061316,0.344192087147428,0.0947918038223668,0.203563939126674,2.57722398448698,0.477331243503722,0.77814096991194
"CACNA1D",-1.47522796516752,-0.468437958739081,0.654387968401103,-1.46060197554076,0.156918346338388,2.38536878990428,-0.299955445126406,0.258712611435046,0.0528032230384153,-0.255933700374731,0.245303379698638,0.20666272613262
"ZBTB8A",-0.710683394239476,-0.681475680583987,-0.696570088909718,-0.707218190639135,-0.67552978680229,-0.675155421673624,-0.600630650311009,0.852134242426605,1.84892970475175,-0.537693471506935,1.3014623729765,1.28243036451132
"CCR2",-0.733675840452076,-0.67819701366002,-0.728850466799214,-0.691024422976764,-0.707311353234539,-0.698526782757113,-0.171533005741351,1.02147822439265,-0.134133794439954,0.25629648203176,2.50354536725531,0.76193260638131
"LINC00996",1.67827521404726,0.0324835072914432,1.06137179445834,0.0241474781224401,1.28287188762555,0.995756708540906,-0.924378924081113,-0.919784307369789,-0.532527242015363,-0.918279339505205,-0.947252752702913,-0.832684024411548
"TRABD2A",2.23924613936511,0.504685473840942,1.4076165310046,0.318144467588027,0.146681510553201,-0.174416366992513,-0.852590013802556,-0.492089316256276,-0.370632330768262,-0.997774896342826,-0.859432627552599,-0.869438570636848
"CCL17",-0.478096638848302,-0.449401646277541,-0.472631383168112,-0.47317644816322,-0.420571026876977,-0.455849820626875,2.56448154968834,-0.273181686038804,-0.443779261453389,1.62175463974498,-0.34546536025345,-0.37408291772665
"RAP1GAP2",2.1311769791771,0.638538524714149,1.55018361127611,-0.195621956010597,0.370401261563696,-0.106547008938272,-0.975648874854666,-0.558411533064447,-0.658499036975353,-1.05432068064695,-0.558131602893661,-0.583119683347104
"ENPP3",-0.875862808368788,-0.776116084350756,-0.784540114105428,-0.84222946859894,-0.795148437022402,-0.836732566486861,0.0378766281436577,1.09202957854401,1.85099185777221,-0.071660568560008,1.41615826568702,0.585233717346287
"ALOX15",-0.765346356463747,-0.75706849879987,-0.765346356463747,-0.747668823558237,-0.730636537179226,-0.730640083858855,0.00577109433412715,2.28480112130928,1.13199028983997,-0.268405766868681,0.948448698483868,0.394101219225116
"B3GNT5",-0.754889387040021,-0.749082604588317,-0.729636604428578,-0.73628863452049,-0.745961650119112,-0.745151032846976,-0.514794009832628,1.2371591787831,1.44750521730191,-0.359413533399877,1.59920807262095,1.05134498807004
"ZNF521",2.47746515838114,-0.450104686816107,-0.610886821874586,1.65718922169282,-0.381582969896222,-0.568041857829688,-0.625794234863499,-0.400072604011542,0.00258482633297353,-0.642332903120645,-0.264464821645852,-0.193958306348785
"MIR1910",2.67318516464465,-0.14277445475272,0.888594775035919,0.198954195650392,0.241692812883955,-0.562483503437721,-0.768050786363812,-0.54618442257747,0.253407412354229,-0.826257641859587,-0.69079880412709,-0.719284747450742
"MYO7A",-0.710035386403966,1.11751412453683,1.59842462786167,-1.23013121226535,0.148706242541381,0.679799573405486,-1.2717788269306,0.13759995563775,1.05732868791595,-1.27549873596317,0.249306443094875,-0.501235493430852
"MRVI1-AS1",3.0444220407402,-0.421298498061247,-0.269661397071948,0.0647402027617144,0.320372535825573,-0.0966993611442085,-0.653051221531183,-0.123715293958924,-0.57879437232685,-0.583948072612311,-0.332947611406131,-0.369418951214684
"NFIL3",-0.969946147429671,-0.927600641101779,-0.942893935045329,-0.930902035189783,-0.91692761086358,-0.921890082889084,0.451384983567061,0.937782382388611,0.894427945485876,1.28645124629296,1.27824454454316,0.761869350241559
"SMAD6",3.08606447957608,-0.278903470519587,-0.188054201549533,0.437739748374234,-0.401749611354846,-0.355967162960228,-0.401749611354846,-0.377640319403596,-0.401749611354846,-0.401749611354846,-0.359183444894981,-0.357057183203008
"MTRNR2L2",3.15620789658539,-0.366332645392287,-0.342901925644292,-0.298621738528309,-0.25597871420517,-0.360291685012068,-0.356177500509676,-0.00944802858701996,-0.14161908785862,-0.373329307489674,-0.367268451986281,-0.284238811371996
"ANTXRLP1",2.98127854664164,-0.0402757530782555,0.296638738937999,-0.266742857438562,-0.209171068973001,-0.211245549854255,-0.781058043868366,0.154665630728821,-0.150817139467604,-0.873851268381828,-0.311836896504383,-0.587584338742205
"PCP2",3.11531320301502,-0.389583141358691,0.230436887797369,-0.315426955193436,-0.365418760767556,-0.190038026103643,-0.505239365170682,-0.23229325236094,-0.397712730764856,-0.490272211908599,-0.169275384589711,-0.290490262594279
"HBA1",3.1750502219866,-0.306441829571175,-0.249559679219864,-0.285492637204073,-0.301871416285657,-0.288162044464375,-0.295753740923581,-0.287189356564609,-0.295042665266191,-0.299672730838282,-0.295111426720432,-0.270752694928358
"CYP1A1",-0.87589220896349,0.606574110017791,-0.668878042629571,-0.730670333427084,-0.0109583924059244,-0.787190112874744,2.60267501388135,0.365286246249824,-0.781068046337512,0.72891073134999,-0.463538968819128,0.014750003958502
"WNT11",-0.706185586328841,-0.335627177874391,-0.413185554622253,-0.706185586328841,-0.447221332652009,-0.674799187239948,2.10158671056252,-0.144225007419915,-0.00158026135547343,2.08322533588602,-0.356008065892697,-0.399794286734179
"ADGRB2",3.04832814674265,0.192304602600142,-0.220639541550923,0.0541016676404674,0.202072325043336,-0.483835360272,-0.511095263156171,-0.545092991489518,-0.322739303553351,-0.570110171975877,-0.444801858137842,-0.398492251890912
"NLGN4X",-0.432803408200253,0.332810957102202,-0.261446204772022,-0.448018454079696,-0.400076882857021,-0.451345417587524,3.08254960185375,0.0537606765226968,-0.303642565410889,-0.29696086116672,-0.460006644187028,-0.414820797217498
"UNQ6494",3.1580709304435,-0.170059329222675,-0.368815027941961,-0.177813956635791,-0.0493446664021192,-0.294742513674259,-0.368815027941961,-0.271297532992241,-0.368815027941961,-0.368815027941961,-0.368815027941961,-0.350737791806615
"MIR4496",2.8394499829862,-0.0751850574221219,0.545226615872381,0.239843745216353,-0.0223957232941614,0.126241720468553,-0.958898151828344,-0.579812119394236,-0.544097551824893,-0.875153794207333,-0.321474465599986,-0.373745200972416
"GJB2",-0.788729451092373,-0.614222245682023,-0.282793210841058,-0.788729451092373,-0.788729451092373,-0.571944262946541,1.35022899949152,-0.389168450917655,-0.231087438234482,1.1379107151648,-0.259645682932642,2.2269099301752
"SLC29A4",1.42396529561299,-0.175873558267981,0.446115125825622,0.364209927253064,0.359923500789532,2.19187439526078,-0.883576540362604,-0.666953933165848,-0.905663284845524,-0.87768684134424,-0.788592908230872,-0.487741178524923
"SLC22A4",-0.470731346431033,-0.43052212604045,-0.383299562138755,-0.470731346431033,-0.414531025446253,-0.470731346431033,2.42065449857771,-0.431274843079058,-0.260475735107572,1.81827430568801,-0.435900126729508,-0.470731346431033
"BMP3",1.9166557705781,-0.369564775499957,-0.329790659097963,2.32025213491865,-0.174740773266063,-0.48159707871938,-0.508693461988059,-0.56077562325497,-0.56077562325497,-0.296893611447333,-0.431947379165057,-0.522128919802999
"ITGB8",0.967973764605437,0.240414026403351,2.7490803197286,-0.205041911308773,-2.64404198314187e-05,0.0146195887623469,-0.688708304034238,-0.672439923298483,-0.615441688086241,-0.641494154464776,-0.694312179144243,-0.454623098743152
"ITK",-0.666843948093858,-0.100374772414177,2.73787859791223,-0.638313136491739,-0.54733414152603,-0.348183694889898,-0.164656349663155,-0.383667506612121,1.22404987479319,-0.0971177831942,-0.615921868360586,-0.399515271459655
"FXYD7",2.48775405426662,-0.0205332190007168,0.605012179640953,0.970659910097152,-0.536048144145553,-0.123303965746478,-0.901763986737311,0.323244387805386,-0.58728121966486,-1.07616989582291,-0.318209291478462,-0.823360809213819
"TMEM220-AS1",2.97331691770905,-0.415204830894226,-0.413932237132252,0.514233321793489,0.0320345878143238,-0.108205747760429,-0.614322694974731,-0.609736328951871,0.0873552474699959,-0.685842805571069,-0.486455219177825,-0.273240210324454
"ARHGEF4",3.1496567530181,-0.275627761897977,-0.117026310315371,-0.00692195973059286,-0.25023325142624,-0.196774782127436,-0.333427699317504,-0.397422395122988,-0.363596676906062,-0.410674235321721,-0.387277445530491,-0.410674235321721
"COL9A3",-0.471200365291665,0.368468185338174,1.62133977628857,1.19222898440988,0.793762575896573,1.36038541625965,-1.06621743937297,-0.722600440047517,-0.880389374594274,-0.917377364456713,-0.735507706902803,-0.542892247526912
"INSM1",-0.977448357306863,-0.627003429614753,-0.882196493969705,-0.977448357306863,-0.977448357306863,-0.814193057749515,1.38504965980231,1.30078708372538,0.320565713899226,1.19890571124195,1.07166781605637,-0.0212379314706703
"CCL24",1.95026813595271,-0.167391757939792,-0.488009977616473,2.29964305532159,-0.42399180081748,-0.317312283307639,-0.413155483510548,-0.488009977616473,-0.488009977616473,-0.488009977616473,-0.488009977616473,-0.488009977616473
"LOC101928100",-0.589926969087326,-0.553039176336176,-0.589926969087326,-0.385112932499006,-0.517745810585475,-0.562432194623297,0.242008186546973,-0.278630594373409,-0.0241229487543232,3.01430874987675,0.0427629130479371,0.201857745874681
"ACSM1",2.58036698840931,0.477304402288613,-0.892790701844903,0.765199962719252,0.224279974955394,-0.169428375359547,-0.855471943520107,-0.803160907909332,0.380859386446633,-0.892790701844903,-0.378491509962657,-0.435876574377755
"C3AR1",2.88385239239985,-0.317249051744523,0.572680349617387,0.593425616904453,-0.579062169227426,-0.449755030279247,-0.63448760509009,-0.478837682984331,-0.150655479390373,-0.593443149782648,-0.428381785789724,-0.418086404633328
"KCP",-0.988374596593267,0.172147624499259,1.51803917790824,-0.87952951692596,0.962479952761348,1.27643107716538,1.37599756341781,-0.557478346412959,-0.810695725946419,-0.477056907542721,-0.838937832128335,-0.753022470202372
"PPM1J",1.70724174829488,0.765736189170837,0.459648451916769,-0.65360984723123,1.02210436370411,1.40754420913193,-1.01423303893811,-0.803065339036002,-0.629508158567108,-0.948035319334307,-0.618745700848606,-0.695077558263171
"STRIP2",-1.46448628091006,-0.268489767792528,-0.721457634150798,-1.34286367105136,-0.161004183631959,-0.695079292943607,0.0130973596997043,0.435640059448795,1.5135676693742,0.0681619546162113,1.19959461648458,1.42331917085682
"LOC101930071",3.11898550945425,-0.481732267794012,0.222471057610818,-0.237242784128627,-0.284040740102694,-0.286561990848675,-0.440975584558659,-0.398864134044749,-0.116657788618119,-0.412972640178907,-0.360448910865869,-0.321959725924752
"MIR1271",3.1732704790158,-0.258377842653,-0.250872761351899,-0.275518656513719,-0.27677640826723,-0.214143072812647,-0.300484304432001,-0.312767555124762,-0.344434790414662,-0.288764372852727,-0.316479742804819,-0.334650971788335
"GRTP1",3.16699839650334,-0.3324726346446,-0.3324726346446,-0.0997332009541409,-0.281696672442193,-0.197083904323877,-0.3324726346446,-0.261176176270934,-0.3324726346446,-0.3324726346446,-0.3324726346446,-0.3324726346446
"MCM10",-1.27841498196184,1.2757130396546,-0.586057369490676,-1.2308901170827,1.2028076757424,-0.531971041023818,-0.68809971492515,1.24805776281089,0.129954238036039,-0.93112805697933,1.06162817680797,0.328400388411611
"ENPP1",-0.893759212767344,-0.863913904618945,-0.858066262609369,-0.877294270400379,-0.855520730198539,-0.882636427217589,0.303278523721183,1.16948201497707,1.94137261326931,0.497888741199435,0.873326502191251,0.445842412453916
"ASB14",3.17475441620952,-0.282790716823542,-0.303580678831506,-0.236984600638984,-0.303580678831506,-0.264840537859878,-0.286592320167582,-0.303580678831506,-0.303580678831506,-0.282062167730498,-0.303580678831506,-0.303580678831506
"NID2",2.22804566961018,-0.551900700609092,-0.54158615789291,-0.459696124419901,-0.4910887334093,-0.486515614882428,-0.670172312614379,-0.283313758763631,1.94104818199816,-0.629366899006681,-0.192059560773656,0.136606010763635
"OPA1-AS1",3.17222133864897,-0.314131538654048,-0.314131538654048,-0.163517087374924,-0.314131538654048,-0.281275859123361,-0.314131538654048,-0.244923604361466,-0.314131538654048,-0.314131538654048,-0.283584017210882,-0.314131538654048
"GLDC",-0.905529588736678,-0.762450757215684,-0.827751174900131,-0.884186179997026,-0.724664506110501,-0.797707766600313,-0.206613967005976,1.62993635456556,1.10974791279665,0.159431779721635,1.63983760277312,0.569950290709345
"ASCL1",-0.418004842380945,-0.10385031798337,-0.23170367465173,-0.387510144312741,-0.398046072026486,-0.391395867781099,3.12924638140266,-0.0256566899754084,-0.418004842380945,0.0549603051501925,-0.418004842380945,-0.392029392679188
"CHRNG",3.17531457019094,-0.291319843221023,-0.291319843221023,-0.262116137980712,-0.291319843221023,-0.291319843221023,-0.291319843221023,-0.291319843221023,-0.291319843221023,-0.291319843221023,-0.291319843221023,-0.291319843221023
"SH3RF3",-0.880429721273628,-0.777440612327011,-0.596770222386345,-0.785124411328722,-0.70289434157135,-0.78447445695891,-0.386710040554075,-0.0854153277559771,0.890749239356846,0.576412185017035,1.67109842645259,1.86099928332955
"HRASLS",3.17534127117637,-0.290984007863639,-0.290984007863639,-0.290984007863639,-0.265501192539984,-0.290984007863639,-0.290984007863639,-0.290984007863639,-0.290984007863639,-0.290984007863639,-0.290984007863639,-0.290984007863639
"VLDLR",-0.739218225961871,-0.327614545855478,-0.470718286221196,-0.541445924688341,-0.192685719735569,-0.432424310982052,0.337065945002569,-0.355514693917604,-0.021787559205112,3.05242773135693,-0.186563386789597,-0.121521023002677
"HBG1",3.17473654174145,-0.2997313967712,-0.2997313967712,-0.2997313967712,-0.260367683174221,-0.282238200603037,-0.2997313967712,-0.2997313967712,-0.234279483794595,-0.2997313967712,-0.2997313967712,-0.2997313967712
"MTRNR2L3",3.17526875667421,-0.293238791204158,-0.293238791204158,-0.262801827719926,-0.273317808116863,-0.293238791204158,-0.293238791204158,-0.293238791204158,-0.293238791204158,-0.293238791204158,-0.293238791204158,-0.293238791204158
"BAALC",3.12166731563955,-0.243770404784701,0.267595722860131,-0.305006406329813,-0.214475967278645,-0.375144322872359,-0.375144322872359,-0.375144322872359,-0.375144322872359,-0.375144322872359,-0.375144322872359,-0.375144322872359
"DLEU7-AS1",2.98989510529565,-0.248153557068711,0.52036512393682,-0.25764576649665,0.0339514674813776,-0.174510754378326,-0.665019193747545,-0.47600374329354,-0.175682727141247,-0.695479974174197,-0.630897255081629,-0.220818725331999
